StatNam;StatNr;praef;Fangradius;DEN;Gewichtsklasse;n1;n2;Erfassungsquote;Anfang;Ende;Dauer;Leq
Wiesbaden/Erbenheim;218;1500;2500;D;heavy;583;2352;25%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;38.8990916049688s
Wiesbaden/Erbenheim;218;1500;2500;D;nicht heavy;681;6313;11%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;34.5205682490718s
Wiesbaden/Erbenheim;218;1500;2500;E;Alle Gewichtsklassen;413;2522;16%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;41.0733491056125s
Wiesbaden/Erbenheim;218;1500;2500;E;heavy;157;340;46%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;39.5338368215315s
Wiesbaden/Erbenheim;218;1500;2500;E;nicht heavy;256;2182;12%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;35.8222966409077s
Wiesbaden/Erbenheim;218;1500;2500;N;Alle Gewichtsklassen;99;570;17%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;33.110082302003s
Wiesbaden/Erbenheim;218;1500;2500;N;heavy;69;176;39%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;32.4086867411582s
Wiesbaden/Erbenheim;218;1500;2500;N;nicht heavy;30;394;8%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;24.8458903867355s
Wiesbaden/Erbenheim;218;1500;3000;D;Alle Gewichtsklassen;1286;8853;15%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;40.3065316362668s
Wiesbaden/Erbenheim;218;1500;3000;D;heavy;596;2410;25%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;38.9354185776362s
Wiesbaden/Erbenheim;218;1500;3000;D;nicht heavy;690;6443;11%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;34.6318861542781s
Wiesbaden/Erbenheim;218;1500;3000;E;Alle Gewichtsklassen;414;2567;16%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;41.073961834625s
Wiesbaden/Erbenheim;218;1500;3000;E;heavy;157;342;46%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;39.5338368215315s
Wiesbaden/Erbenheim;218;1500;3000;E;nicht heavy;257;2225;12%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;35.8243492284766s
Wiesbaden/Erbenheim;218;1500;3000;N;Alle Gewichtsklassen;100;582;17%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;33.1434959591441s
Wiesbaden/Erbenheim;218;1500;3000;N;heavy;69;178;39%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;32.4086867411582s
Wiesbaden/Erbenheim;218;1500;3000;N;nicht heavy;31;404;8%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;25.0651732444784s
Wiesbaden/Erbenheim;218;1500;3500;D;Alle Gewichtsklassen;1306;9056;14%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;40.3604199417208s
Wiesbaden/Erbenheim;218;1500;3500;D;heavy;604;2456;25%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;38.9496288517386s
Wiesbaden/Erbenheim;218;1500;3500;D;nicht heavy;702;6600;11%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;34.7908870498447s
Wiesbaden/Erbenheim;218;1500;3500;E;Alle Gewichtsklassen;419;2619;16%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;41.086914886795s
Wiesbaden/Erbenheim;218;1500;3500;E;heavy;157;346;45%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;39.5338368215315s
Wiesbaden/Erbenheim;218;1500;3500;E;nicht heavy;262;2273;12%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;35.8675824635096s
Wiesbaden/Erbenheim;218;1500;3500;N;Alle Gewichtsklassen;100;591;17%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;33.1434959591441s
Wiesbaden/Erbenheim;218;1500;3500;N;heavy;69;179;39%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;32.4086867411582s
Wiesbaden/Erbenheim;218;1500;3500;N;nicht heavy;31;412;8%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;25.0651732444784s
Wiesbaden/Erbenheim;218;1500;4000;D;Alle Gewichtsklassen;1332;9266;14%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;40.4368081570233s
Wiesbaden/Erbenheim;218;1500;4000;D;heavy;613;2506;24%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;38.9808577629806s
Wiesbaden/Erbenheim;218;1500;4000;D;nicht heavy;719;6760;11%;2023-05-01 06:28:29;2023-07-31 22:55:08;3974400;34.9827741180486s
Wiesbaden/Erbenheim;218;1500;4000;E;Alle Gewichtsklassen;429;2683;16%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;41.2132813115872s
Wiesbaden/Erbenheim;218;1500;4000;E;heavy;157;349;45%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;39.5338368215315s
Wiesbaden/Erbenheim;218;1500;4000;E;nicht heavy;272;2334;12%;2023-05-01 06:28:29;2023-07-31 22:55:08;1324800;36.2743993458983s
Wiesbaden/Erbenheim;218;1500;4000;N;Alle Gewichtsklassen;103;611;17%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;33.2118999797458s
Wiesbaden/Erbenheim;218;1500;4000;N;heavy;70;184;38%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;32.4175438583486s
Wiesbaden/Erbenheim;218;1500;4000;N;nicht heavy;33;427;8%;2023-05-01 06:28:29;2023-07-31 22:55:08;2649600;25.4430834810743s
Mainz/Universitätsmedizin;228;1500;500;D;Alle Gewichtsklassen;2;40;5%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;15.7009357625021s
Mainz/Universitätsmedizin;228;1500;500;D;heavy;1;13;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;11.5272842583953s
Mainz/Universitätsmedizin;228;1500;500;D;nicht heavy;1;27;4%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;13.6072842583953s
Mainz/Universitätsmedizin;228;1500;500;E;Alle Gewichtsklassen;0;12;0%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;E;heavy;0;1;0%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;E;nicht heavy;0;11;0%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;N;Alle Gewichtsklassen;1;8;12%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;8.13819684895214s
Mainz/Universitätsmedizin;228;1500;500;N;nicht heavy;1;8;12%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;8.13819684895214s
Mainz/Universitätsmedizin;228;1500;1000;D;Alle Gewichtsklassen;8;101;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;20.3635051577755s
Mainz/Universitätsmedizin;228;1500;1000;D;heavy;3;23;13%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;15.7451498387167s
Mainz/Universitätsmedizin;228;1500;1000;D;nicht heavy;5;78;6%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;18.5240979124227s
Mainz/Universitätsmedizin;228;1500;1000;E;Alle Gewichtsklassen;1;34;3%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;13.6284968055919s
Mainz/Universitätsmedizin;228;1500;1000;E;heavy;0;1;0%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1000;E;nicht heavy;1;33;3%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;13.6284968055919s
Mainz/Universitätsmedizin;228;1500;1000;N;Alle Gewichtsklassen;3;18;17%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;12.921897659095s
Mainz/Universitätsmedizin;228;1500;1000;N;nicht heavy;3;18;17%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;12.921897659095s
Mainz/Universitätsmedizin;228;1500;1500;D;Alle Gewichtsklassen;707;6174;11%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;39.614515983569s
Mainz/Universitätsmedizin;228;1500;1500;D;heavy;321;1199;27%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;37.4121372877572s
Mainz/Universitätsmedizin;228;1500;1500;D;nicht heavy;386;4975;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;35.6108401068921s
Mainz/Universitätsmedizin;228;1500;1500;E;Alle Gewichtsklassen;297;1833;16%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;39.8048043421608s
Mainz/Universitätsmedizin;228;1500;1500;E;heavy;32;102;31%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;31.2856988666809s
Mainz/Universitätsmedizin;228;1500;1500;E;nicht heavy;265;1731;15%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;39.1465874496816s
Mainz/Universitätsmedizin;228;1500;1500;N;Alle Gewichtsklassen;223;488;46%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;35.6460385057424s
Mainz/Universitätsmedizin;228;1500;1500;N;heavy;92;155;59%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.2776170497891s
Mainz/Universitätsmedizin;228;1500;1500;N;nicht heavy;131;333;39%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;31.8822591425892s
Mainz/Universitätsmedizin;228;1500;2000;D;Alle Gewichtsklassen;710;6237;11%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;39.6326210577614s
Mainz/Universitätsmedizin;228;1500;2000;D;heavy;324;1217;27%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;37.4421594366467s
Mainz/Universitätsmedizin;228;1500;2000;D;nicht heavy;386;5020;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;35.6108401068921s
Mainz/Universitätsmedizin;228;1500;2000;E;Alle Gewichtsklassen;299;1856;16%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;39.8255561643667s
Mainz/Universitätsmedizin;228;1500;2000;E;heavy;33;104;32%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;31.3681008174441s
Mainz/Universitätsmedizin;228;1500;2000;E;nicht heavy;266;1752;15%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;39.1571664879369s
Mainz/Universitätsmedizin;228;1500;2000;N;Alle Gewichtsklassen;224;494;45%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;35.6541592165877s
Mainz/Universitätsmedizin;228;1500;2000;N;heavy;93;156;60%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.2916175025487s
Mainz/Universitätsmedizin;228;1500;2000;N;nicht heavy;131;338;39%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;31.8822591425892s
Mainz/Universitätsmedizin;228;1500;2500;D;Alle Gewichtsklassen;713;6373;11%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;39.655656778413s
Mainz/Universitätsmedizin;228;1500;2500;D;heavy;327;1267;26%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;37.4802392559047s
Mainz/Universitätsmedizin;228;1500;2500;D;nicht heavy;386;5106;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;35.6108401068921s
Mainz/Universitätsmedizin;228;1500;2500;E;Alle Gewichtsklassen;300;1884;16%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;39.9200374397953s
Mainz/Universitätsmedizin;228;1500;2500;E;heavy;33;106;31%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;31.3681008174441s
Mainz/Universitätsmedizin;228;1500;2500;E;nicht heavy;267;1778;15%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;39.2671697516127s
Mainz/Universitätsmedizin;228;1500;2500;N;Alle Gewichtsklassen;224;506;44%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;35.6541592165877s
Mainz/Universitätsmedizin;228;1500;2500;N;heavy;93;157;59%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.2916175025487s
Mainz/Universitätsmedizin;228;1500;2500;N;nicht heavy;131;349;38%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;31.8822591425892s
Mainz/Universitätsmedizin;228;1500;3000;D;Alle Gewichtsklassen;771;10337;7%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;40.1648318683396s
Mainz/Universitätsmedizin;228;1500;3000;D;heavy;359;3191;11%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;37.8488996691787s
Mainz/Universitätsmedizin;228;1500;3000;D;nicht heavy;412;7146;6%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;36.3276180513211s
Mainz/Universitätsmedizin;228;1500;3000;E;Alle Gewichtsklassen;334;2928;11%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;40.7786617269342s
Mainz/Universitätsmedizin;228;1500;3000;E;heavy;45;384;12%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;31.9918868376282s
Mainz/Universitätsmedizin;228;1500;3000;E;nicht heavy;289;2544;11%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;40.1627194542036s
Mainz/Universitätsmedizin;228;1500;3000;N;Alle Gewichtsklassen;226;920;25%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;35.7716157228503s
Mainz/Universitätsmedizin;228;1500;3000;N;heavy;94;328;29%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.3015474203952s
Mainz/Universitätsmedizin;228;1500;3000;N;nicht heavy;132;592;22%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;32.1442070052638s
Mainz/Universitätsmedizin;228;1500;3500;D;Alle Gewichtsklassen;1165;22238;5%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;42.1121808057891s
Mainz/Universitätsmedizin;228;1500;3500;D;heavy;465;6609;7%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;38.7427610998792s
Mainz/Universitätsmedizin;228;1500;3500;D;nicht heavy;700;15629;4%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;39.4335595263917s
Mainz/Universitätsmedizin;228;1500;3500;E;Alle Gewichtsklassen;503;6468;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;43.0756838808069s
Mainz/Universitätsmedizin;228;1500;3500;E;heavy;64;800;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;34.376535214235s
Mainz/Universitätsmedizin;228;1500;3500;E;nicht heavy;439;5668;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;42.4462328703743s
Mainz/Universitätsmedizin;228;1500;3500;N;Alle Gewichtsklassen;242;1801;13%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;36.304344657786s
Mainz/Universitätsmedizin;228;1500;3500;N;heavy;98;654;15%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.5367033937622s
Mainz/Universitätsmedizin;228;1500;3500;N;nicht heavy;144;1147;13%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.0370210525978s
Mainz/Universitätsmedizin;228;1500;4000;D;Alle Gewichtsklassen;1179;22992;5%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;42.1791778635006s
Mainz/Universitätsmedizin;228;1500;4000;D;heavy;471;6759;7%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;38.7907896474324s
Mainz/Universitätsmedizin;228;1500;4000;D;nicht heavy;708;16233;4%;2023-05-01 05:02:14;2023-07-31 22:12:02;3974400;39.5166704355965s
Mainz/Universitätsmedizin;228;1500;4000;E;Alle Gewichtsklassen;508;6661;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;43.1539554694077s
Mainz/Universitätsmedizin;228;1500;4000;E;heavy;64;807;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;34.376535214235s
Mainz/Universitätsmedizin;228;1500;4000;E;nicht heavy;444;5854;8%;2023-05-01 05:02:14;2023-07-31 22:12:02;1324800;42.5365860036398s
Mainz/Universitätsmedizin;228;1500;4000;N;Alle Gewichtsklassen;242;1834;13%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;36.304344657786s
Mainz/Universitätsmedizin;228;1500;4000;N;heavy;98;656;15%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.5367033937622s
Mainz/Universitätsmedizin;228;1500;4000;N;nicht heavy;144;1178;12%;2023-05-01 05:02:14;2023-07-31 22:12:02;2649600;33.0370210525978s
Frankfurt/Gallus;297;500;500;D;Alle Gewichtsklassen;1779;2191;81%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;47.9972188881489s
Frankfurt/Gallus;297;500;500;D;heavy;1;4;25%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;500;D;nicht heavy;1778;2187;81%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;47.9968371109941s
Frankfurt/Gallus;297;500;500;E;Alle Gewichtsklassen;597;628;95%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;500;E;nicht heavy;597;628;95%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;500;N;Alle Gewichtsklassen;17;18;94%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;500;N;nicht heavy;17;18;94%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;1000;D;Alle Gewichtsklassen;1786;2218;81%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0066791103769s
Frankfurt/Gallus;297;500;1000;D;heavy;1;8;12%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;1000;D;nicht heavy;1785;2210;81%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0062981639773s
Frankfurt/Gallus;297;500;1000;E;Alle Gewichtsklassen;597;634;94%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;1000;E;nicht heavy;597;634;94%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;1000;N;Alle Gewichtsklassen;17;23;74%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;1000;N;heavy;0;1;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;1000;N;nicht heavy;17;22;77%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;1500;D;Alle Gewichtsklassen;1786;2232;80%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0066791103769s
Frankfurt/Gallus;297;500;1500;D;heavy;1;13;8%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;1500;D;nicht heavy;1785;2219;80%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0062981639773s
Frankfurt/Gallus;297;500;1500;E;Alle Gewichtsklassen;597;641;93%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;1500;E;nicht heavy;597;641;93%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;1500;N;Alle Gewichtsklassen;17;28;61%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;1500;N;heavy;0;1;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;1500;N;nicht heavy;17;27;63%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;2000;D;Alle Gewichtsklassen;1788;2252;79%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0131541306894s
Frankfurt/Gallus;297;500;2000;D;heavy;1;16;6%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;2000;D;nicht heavy;1787;2236;80%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0127737518554s
Frankfurt/Gallus;297;500;2000;E;Alle Gewichtsklassen;597;649;92%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;2000;E;heavy;0;1;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2000;E;nicht heavy;597;648;92%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;2000;N;Alle Gewichtsklassen;17;33;52%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;2000;N;heavy;0;1;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2000;N;nicht heavy;17;32;53%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.0842321182576s
Frankfurt/Gallus;297;500;2500;D;Alle Gewichtsklassen;1789;2281;78%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0169386269941s
Frankfurt/Gallus;297;500;2500;D;heavy;2;21;10%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;17.833033102505s
Frankfurt/Gallus;297;500;2500;D;nicht heavy;1787;2260;79%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0127737518554s
Frankfurt/Gallus;297;500;2500;E;Alle Gewichtsklassen;597;663;90%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;2500;E;heavy;0;2;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2500;E;nicht heavy;597;661;90%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5534584475019s
Frankfurt/Gallus;297;500;2500;N;Alle Gewichtsklassen;18;37;49%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.113955900712s
Frankfurt/Gallus;297;500;2500;N;heavy;0;2;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2500;N;nicht heavy;18;35;51%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.113955900712s
Frankfurt/Gallus;297;500;3000;D;Alle Gewichtsklassen;1791;2313;77%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0348665938213s
Frankfurt/Gallus;297;500;3000;D;heavy;2;27;7%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;17.833033102505s
Frankfurt/Gallus;297;500;3000;D;nicht heavy;1789;2286;78%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0307188843236s
Frankfurt/Gallus;297;500;3000;E;Alle Gewichtsklassen;599;679;88%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5582645434447s
Frankfurt/Gallus;297;500;3000;E;heavy;0;2;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3000;E;nicht heavy;599;677;88%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5582645434447s
Frankfurt/Gallus;297;500;3000;N;Alle Gewichtsklassen;18;47;38%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.113955900712s
Frankfurt/Gallus;297;500;3000;N;heavy;0;4;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3000;N;nicht heavy;18;43;42%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.113955900712s
Frankfurt/Gallus;297;500;3500;D;Alle Gewichtsklassen;1791;2349;76%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0348665938213s
Frankfurt/Gallus;297;500;3500;D;heavy;2;34;6%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;17.833033102505s
Frankfurt/Gallus;297;500;3500;D;nicht heavy;1789;2315;77%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0307188843236s
Frankfurt/Gallus;297;500;3500;E;Alle Gewichtsklassen;599;704;85%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5582645434447s
Frankfurt/Gallus;297;500;3500;E;heavy;0;4;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3500;E;nicht heavy;599;700;86%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.5582645434447s
Frankfurt/Gallus;297;500;3500;N;Alle Gewichtsklassen;18;51;35%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.113955900712s
Frankfurt/Gallus;297;500;3500;N;heavy;0;4;0%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3500;N;nicht heavy;18;47;38%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;28.113955900712s
Frankfurt/Gallus;297;500;4000;D;Alle Gewichtsklassen;1841;12773;14%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0946737174539s
Frankfurt/Gallus;297;500;4000;D;heavy;14;2639;1%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;25.6874865444605s
Frankfurt/Gallus;297;500;4000;D;nicht heavy;1827;10134;18%;2023-08-01 05:02:03;2023-10-31 20:48:55;3974400;48.0696520598907s
Frankfurt/Gallus;297;500;4000;E;Alle Gewichtsklassen;617;3722;17%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.6833533240632s
Frankfurt/Gallus;297;500;4000;E;heavy;3;256;1%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;24.2403047759727s
Frankfurt/Gallus;297;500;4000;E;nicht heavy;614;3466;18%;2023-08-01 05:02:03;2023-10-31 20:48:55;1324800;47.6636534214471s
Frankfurt/Gallus;297;500;4000;N;Alle Gewichtsklassen;24;400;6%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;29.9046681156702s
Frankfurt/Gallus;297;500;4000;N;heavy;2;185;1%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;15.7158617548252s
Frankfurt/Gallus;297;500;4000;N;nicht heavy;22;215;10%;2023-08-01 05:02:03;2023-10-31 20:48:55;2653200;29.7358903496545s
